Building,Area,province,Thai_District,District,Thai_Subdistrict,Owner,Construction,Map,Population,Latitude,Longtitude,Impact
Hotel,26480.00,Bangkok,วัฒนา,Watthana,คลองตันเหนือ,บริษัท  พิโก้ เอนเนอร์จี 110 จํากัด โดย นาย อุครเดช ศรีชวาลา,Adapt/Renovate,39,81623,13.742222,100.585833,-4
Hotel,3980.00,Bangkok,บางนา,Bang Na,บางนา,บริษัท ที.เอ็ม.คอมแพล็กซ์ จำกัด โดย นาย ชัตวินเตอร์ ซิงห์ สัจจเทพ,New Build,47,95912,13.680081,100.5918,-5
Hotel,3.81,Bangkok,บางนา,Bang Na,บางนา,บริษัท อ่องเอี่ยม แอสเสท จำกัด โดยนายอดิศักดิ์ อ่องเอี่ยม,Adapt/Renovate,47,95912,13.680081,100.5918,-5
Services Building,4.57,Bangkok,บางเขน,Bang Khen,*ตลาดบางเขน,บริษัท ปตท.น้ำมันและการค้าปลีก จำกัด (มหาชน) โดยนางสาวจิราพร ขาวสวัสดิ์,New Build,5,189539,13.873889,100.596389,-1
Shopping Mall,34.24,Bangkok,บางซื่อ,Bang Sue,บางซื่อ,บริษัท เอก-ชัย ดีสทริบิวชั่น ซิสเทม จำกัด โดยนายศุภณัฐ ปั้นแพง,Adapt/Renovate,29,132234,13.809722,100.537222,-4
Shopping Mall,539.97,Bangkok,คันนายาว,Khan Na Yao,คันนายาว,นายฉลองชัย ตั้งตระการพงษ์ นายสมชาย อร่ามฉัตรมงคล,New Build,43,88678,13.8271,100.6743,0
Shopping Mall,22.98,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,บริษัท เทรเซอร์ เอสเตท จำกัด โดยนายธนายุทธ ทองจินดาวงษ์,Adapt/Renovate,11,163175,13.722317,100.759669,-3
Hospital/Healthcare,2256.00,Bangkok,ห้วยขวาง,Huai Khwang,บางกะปิ,นายเทอดศกดิ์ สุริยภูมิ,Adapt/Renovate,17,78175,13.776667,100.579444,-4
Office,76395.00,Bangkok,ห้วยขวาง,Huai Khwang,ห้วยขวาง,บริษัท  วี.73 จำกัด  โดย นางชัชฎา มาลากุล ณ อยุธยา นางสาววีณา ไชยวรรณ,New Build,17,78175,13.776667,100.579444,-5
Office,119445.00,Bangkok,ห้วยขวาง,Huai Khwang,ห้วยขวาง,นายอุรุชา มหาดํารงค์กุล  นายองอาจ มหา ดํารงค์กุล,New Build,17,78175,13.776667,100.579444,-5
Condo,86500.00,Bangkok,ห้วยขวาง,Huai Khwang,ห้วยขวาง,บริษัท  เซาท์อีสท์ ดีเวลล็อปเม้นท์ จํากัด โดย นายยู้ หว่า แซ่ลี,Adapt/Renovate,17,78175,13.776667,100.579444,-5
Condo,6038.00,Bangkok,ดุสิต,Dusit,ถนนนครไชยศรี,บริษัท พ.ศ พัฒนา กรุ๊ป จำกัด,New Build,2,107655,13.776944,100.520556,-1
Office,47407.00,Bangkok,บางรัก,Bang Rak,สุริยวงศ์,บริษัท ทีซีซีโฮเทลคอลเล็คชั่น จำกัด,Adapt/Renovate,4,45875,13.730833,100.524167,-3
Office,8462.00,Bangkok,บางรัก,Bang Rak,สีลม,บริษัท โรจนันต์ จำกัด,New Build,4,45875,13.730833,100.524167,-3
Condo,1905.00,Bangkok,บางรัก,Bang Rak,สุริยวงศ์,นางฉัตรพิมล  โลกาศิริวัตร,Adapt/Renovate,4,45875,13.730833,100.524167,-3
Condo,2666.00,Bangkok,บางรัก,Bang Rak,สี่พระยา,นายภานุ  สกลธนารักษ์,New Build,4,45875,13.730833,100.524167,-3
Condo,1785.00,Bangkok,บางรัก,Bang Rak,มหาพฤฒาราม,บริษัท บี.เค.เจ.แลนด์ จำกัด,New Build,4,45875,13.730833,100.524167,-3
Condo,1785.00,Bangkok,บางรัก,Bang Rak,มหาพฤฒาราม,บริษัท บี.เคแบนด์ จำกัด,New Build,4,45875,13.730833,100.524167,-3
Condo,1905.00,Bangkok,บางรัก,Bang Rak,สุริยวงศ์,นางฉัตรพิมล  โลกาศิริวัตร,Adapt/Renovate,4,45875,13.730833,100.524167,-3
Mixed use,47407.00,Bangkok,บางรัก,Bang Rak,สี่พระยา,บริษัท ทีซีซี โฮเทลคอลเล็คชั่น จำกัด,Adapt/Renovate,4,45875,13.730833,100.524167,-3
Office,4864.00,Bangkok,บางรัก,Bang Rak,สีลม,บริษัท เจมส์ โมโร่ จำกัด,New Build,4,45875,13.730833,100.524167,-3
Office,5200.00,Bangkok,บางรัก,Bang Rak,บางรัก,นางเนตรเฉลียว  สัณฑ์พิทักษ์,Unclassified,4,45875,13.730833,100.524167,-3
Office,25236.00,Bangkok,บางรัก,Bang Rak,สีลม,บริษัท แลนด์แอนด์เฮ้าส์ จำกัด (มหาชน),New Build,4,45875,13.730833,100.524167,-3
Condo,24537.00,Bangkok,บางรัก,Bang Rak,สีลม,บริษัท โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),New Build,4,45875,13.730833,100.524167,-3
Hotel,9969.00,Bangkok,บางรัก,Bang Rak,บางรัก,บริษัท นิวมัลตี้ไมน์ จำกัด,Adapt/Renovate,4,45875,13.730833,100.524167,-3
Mixed use,3342.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท พิธานพาณิชาย์ จำกัด,New Build,5,189539,13.873889,100.596389,-5
Office,2766.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เกรท คอรเนอร์ อินเว้นท์ จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,8172.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,9048.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,7074.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,2488.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท ชิดกมล(2016) จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,2304.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท ภูมิศุภนนท์ จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3917.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท รอยัล เรสซิเด้นท์ จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3512.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,2147.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท แอตแลนต้า เมดดิคแคร์ จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3624.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3362.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เปรมเทพ จำกัด,Adapt/Renovate,5,189539,13.873889,100.596389,-5
Condo,3771.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,นางสาวจิรัฐ ตีรถานนท์,New Build,5,189539,13.873889,100.596389,-5
Condo,3532.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3653.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3884.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอสเตท คิว จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3282.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท เอส.ซี.พัฒนาการ จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,852.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท รวิภาส จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,3685.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท รีเจ้นท์ กรีน เพาเวอร์ จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,12883.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท แอควานซ์ เมดิคอล เซนเตอร์ จำกัด,New Build,5,189539,13.873889,100.596389,-5
 Assembly,420.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,นางสาวพิมสิริ แสนสุข,New Build,5,189539,13.873889,100.596389,-5
 Assembly,769.00,Bangkok,บางเขน,Bang Khen,อนุสาวรีย์,บริษัท ไซน่าทาวน์บ้านและที่ดิน จำกัด,New Build,5,189539,13.873889,100.596389,-5
Condo,9150.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท จี.เจ.แอสเซท จำกัด,New Build,6,148465,13.765833,100.647778,-4
Condo,1644.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท เตรส คาซ่า จำกัด,New Build,6,148465,13.765833,100.647778,-4
Condo,1971.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,นายลิขิต  วินิจฉษยะจินดา,New Build,6,148465,13.765833,100.647778,-4
Condo,4713.00,Bangkok,บางกะปิ,Bang Kapi,หัวหมาก,บริษัท อี.จี.พร็อพเพอร์ตี้ส์ จำกัด,New Build,6,148465,13.765833,100.647778,-4
Condo,1932.00,Bangkok,บางกะปิ,Bang Kapi,คลองจั่น,นางสาวเมลดา รังษีวงศ์,New Build,6,148465,13.765833,100.647778,-4
